x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1668.0,2220.0,1614.0,1533.0,1575.0,1944.0,2014.0,1751.0,1708.0,1546.0
1722.0,2295.0,1652.0,1581.0,1618.0,1998.0,2055.0,1801.0,1753.0,1576.0
1757.0,2362.0,1701.0,1634.0,1657.0,2051.0,2125.0,1857.0,1801.0,1609.0
1811.0,2415.0,1740.0,1676.0,1698.0,2103.0,2178.0,1912.0,1852.0,1663.0
1851.0,2499.0,1784.0,1730.0,1747.0,2147.0,2243.0,1977.0,1890.0,1711.0
1887.0,2574.0,1827.0,1778.0,1799.0,2188.0,2307.0,2025.0,1937.0,1754.0
1933.0,2641.0,1870.0,1816.0,1839.0,2246.0,2372.0,2081.0,1991.0,1809.0
1981.0,2720.0,1911.0,1867.0,1889.0,2320.0,2419.0,2132.0,2044.0,1852.0
2028.0,2781.0,1958.0,1918.0,1943.0,2392.0,2488.0,2186.0,2092.0,1902.0
2068.0,2841.0,2009.0,1974.0,1993.0,2453.0,2542.0,2254.0,2150.0,1958.0
2114.0,2915.0,2055.0,2028.0,2038.0,2522.0,2610.0,2312.0,2211.0,2016.0
2172.0,2990.0,2100.0,2075.0,2086.0,2589.0,2671.0,2371.0,2267.0,2086.0
2234.0,3049.0,2149.0,2126.0,2137.0,2653.0,2738.0,2442.0,2325.0,2151.0
2294.0,3149.0,2208.0,2180.0,2194.0,2726.0,2792.0,2513.0,2381.0,2199.0
2359.0,3215.0,2258.0,2233.0,2240.0,2787.0,2861.0,2578.0,2441.0,2262.0
2419.0,3289.0,2305.0,2289.0,2277.0,2844.0,2910.0,2652.0,2510.0,2316.0
2474.0,3369.0,2354.0,2339.0,2340.0,2912.0,2973.0,2714.0,2572.0,2373.0
2529.0,3455.0,2408.0,2395.0,2397.0,2978.0,3037.0,2785.0,2623.0,2416.0
2595.0,3538.0,2465.0,2452.0,2461.0,3053.0,3114.0,2851.0,2698.0,2472.0
2657.0,3623.0,2527.0,2504.0,2524.0,3122.0,3183.0,2910.0,2761.0,2535.0
2724.0,3696.0,2580.0,2560.0,2567.0,3200.0,3246.0,2979.0,2822.0,2594.0
2802.0,3781.0,2626.0,2615.0,2642.0,3261.0,3314.0,3036.0,2910.0,2653.0
2855.0,3866.0,2686.0,2667.0,2704.0,3337.0,3386.0,3105.0,2979.0,2713.0
2930.0,3950.0,2752.0,2729.0,2763.0,3407.0,3461.0,3169.0,3049.0,2763.0
3000.0,4042.0,2821.0,2795.0,2828.0,3490.0,3530.0,3249.0,3112.0,2834.0
3070.0,4126.0,2886.0,2871.0,2885.0,3565.0,3608.0,3319.0,3169.0,2899.0
3142.0,4210.0,2951.0,2945.0,2959.0,3659.0,3679.0,3394.0,3237.0,2962.0
3195.0,4302.0,2999.0,3026.0,3011.0,3740.0,3767.0,3466.0,3309.0,3014.0
3285.0,4387.0,3067.0,3105.0,3082.0,3824.0,3837.0,3545.0,3384.0,3063.0
3363.0,4484.0,3134.0,3169.0,3160.0,3916.0,3916.0,3617.0,3445.0,3139.0
3434.0,4587.0,3214.0,3240.0,3222.0,4000.0,4001.0,3702.0,3514.0,3196.0
3537.0,4687.0,3280.0,3311.0,3296.0,4090.0,4077.0,3782.0,3583.0,3260.0
3618.0,4788.0,3346.0,3383.0,3371.0,4176.0,4149.0,3851.0,3641.0,3343.0
3698.0,4874.0,3410.0,3441.0,3449.0,4260.0,4239.0,3940.0,3740.0,3411.0
3793.0,4979.0,3471.0,3511.0,3519.0,4351.0,4334.0,4018.0,3807.0,3476.0
3853.0,5078.0,3533.0,3577.0,3586.0,4431.0,4425.0,4105.0,3874.0,3557.0
3952.0,5195.0,3615.0,3659.0,3672.0,4531.0,4517.0,4178.0,3952.0,3626.0
4017.0,5311.0,3681.0,3737.0,3755.0,4635.0,4628.0,4285.0,4018.0,3709.0
4100.0,5414.0,3751.0,3812.0,3827.0,4714.0,4699.0,4372.0,4112.0,3801.0
4180.0,5526.0,3831.0,3891.0,3919.0,4816.0,4782.0,4445.0,4194.0,3868.0
4271.0,5638.0,3908.0,3977.0,3990.0,4929.0,4864.0,4542.0,4277.0,3946.0
4373.0,5753.0,3988.0,4063.0,4065.0,5024.0,4949.0,4629.0,4369.0,4008.0
4461.0,5895.0,4072.0,4138.0,4148.0,5130.0,5031.0,4727.0,4462.0,4096.0
4562.0,6015.0,4154.0,4226.0,4219.0,5207.0,5126.0,4813.0,4552.0,4170.0
4650.0,6124.0,4218.0,4321.0,4301.0,5321.0,5214.0,4909.0,4640.0,4252.0
4767.0,6266.0,4310.0,4418.0,4392.0,5434.0,5303.0,5011.0,4726.0,4321.0
4860.0,6373.0,4413.0,4511.0,4465.0,5525.0,5386.0,5116.0,4839.0,4384.0
4925.0,6492.0,4483.0,4593.0,4562.0,5609.0,5489.0,5209.0,4926.0,4462.0
5022.0,6625.0,4569.0,4679.0,4659.0,5715.0,5575.0,5318.0,5004.0,4545.0
5115.0,6737.0,4649.0,4756.0,4735.0,5835.0,5695.0,5422.0,5096.0,4624.0
5213.0,6867.0,4729.0,4852.0,4820.0,5938.0,5780.0,5522.0,5198.0,4712.0
5315.0,6991.0,4817.0,4955.0,4896.0,6040.0,5892.0,5629.0,5302.0,4806.0
5417.0,7110.0,4909.0,5042.0,4977.0,6157.0,6001.0,5722.0,5392.0,4891.0
5526.0,7244.0,5000.0,5129.0,5061.0,6263.0,6110.0,5812.0,5475.0,4982.0
5633.0,7353.0,5088.0,5209.0,5147.0,6377.0,6199.0,5919.0,5576.0,5070.0
5738.0,7493.0,5178.0,5309.0,5230.0,6469.0,6306.0,6027.0,5662.0,5163.0
5849.0,7631.0,5282.0,5409.0,5325.0,6578.0,6391.0,6123.0,5759.0,5256.0
5954.0,7761.0,5373.0,5508.0,5428.0,6700.0,6512.0,6238.0,5854.0,5338.0
6059.0,7909.0,5460.0,5601.0,5506.0,6827.0,6618.0,6345.0,5959.0,5432.0
6162.0,8053.0,5554.0,5707.0,5611.0,6922.0,6752.0,6469.0,6061.0,5512.0
6284.0,8195.0,5659.0,5823.0,5707.0,7032.0,6882.0,6590.0,6172.0,5619.0
6405.0,8319.0,5765.0,5925.0,5808.0,7159.0,6980.0,6719.0,6274.0,5723.0
6499.0,8456.0,5845.0,6030.0,5913.0,7268.0,7093.0,6839.0,6380.0,5827.0
6597.0,8586.0,5930.0,6139.0,6018.0,7386.0,7220.0,6958.0,6481.0,5929.0
6692.0,8719.0,6035.0,6235.0,6134.0,7507.0,7333.0,7067.0,6574.0,6028.0
6788.0,8857.0,6128.0,6347.0,6229.0,7629.0,7444.0,7179.0,6680.0,6120.0
6897.0,8982.0,6236.0,6468.0,6340.0,7736.0,7572.0,7308.0,6786.0,6198.0
6996.0,9133.0,6345.0,6588.0,6443.0,7842.0,7688.0,7426.0,6888.0,6285.0
7113.0,9289.0,6460.0,6675.0,6553.0,7957.0,7786.0,7548.0,7003.0,6393.0
7253.0,9423.0,6554.0,6777.0,6640.0,8095.0,7888.0,7666.0,7107.0,6501.0
7356.0,9570.0,6648.0,6876.0,6739.0,8222.0,8010.0,7759.0,7211.0,6603.0
7477.0,9707.0,6746.0,6975.0,6839.0,8335.0,8114.0,7876.0,7329.0,6717.0
7583.0,9859.0,6858.0,7105.0,6931.0,8477.0,8255.0,7999.0,7434.0,6832.0
7703.0,10003.0,6943.0,7211.0,7033.0,8629.0,8373.0,8105.0,7540.0,6950.0
7814.0,10139.0,7037.0,7330.0,7143.0,8756.0,8497.0,8220.0,7631.0,7042.0
7939.0,10284.0,7152.0,7458.0,7253.0,8891.0,8635.0,8375.0,7742.0,7150.0
8069.0,10427.0,7276.0,7578.0,7371.0,9029.0,8765.0,8490.0,7845.0,7264.0
8172.0,10582.0,7378.0,7700.0,7478.0,9154.0,8878.0,8617.0,7971.0,7377.0
8303.0,10723.0,7492.0,7805.0,7584.0,9289.0,8992.0,8750.0,8102.0,7496.0
8432.0,10873.0,7610.0,7901.0,7693.0,9422.0,9142.0,8877.0,8225.0,7601.0
8567.0,11032.0,7714.0,8008.0,7811.0,9571.0,9271.0,9003.0,8339.0,7722.0
8709.0,11185.0,7831.0,8125.0,7916.0,9688.0,9404.0,9136.0,8460.0,7839.0
8846.0,11342.0,7950.0,8254.0,8038.0,9829.0,9522.0,9262.0,8580.0,7945.0
8984.0,11504.0,8055.0,8380.0,8154.0,9950.0,9645.0,9391.0,8680.0,8053.0
9098.0,11648.0,8186.0,8489.0,8266.0,10087.0,9751.0,9520.0,8820.0,8159.0
9234.0,11809.0,8302.0,8608.0,8383.0,10224.0,9875.0,9657.0,8937.0,8268.0
9379.0,11973.0,8436.0,8732.0,8485.0,10389.0,9993.0,9760.0,9069.0,8366.0
9509.0,12120.0,8550.0,8857.0,8585.0,10520.0,10102.0,9881.0,9189.0,8481.0
9654.0,12283.0,8676.0,8965.0,8706.0,10672.0,10241.0,10028.0,9305.0,8612.0
9775.0,12446.0,8793.0,9088.0,8808.0,10810.0,10372.0,10156.0,9441.0,8736.0
9904.0,12592.0,8908.0,9208.0,8903.0,10970.0,10487.0,10262.0,9573.0,8818.0
10043.0,12745.0,9023.0,9324.0,9017.0,11113.0,10624.0,10391.0,9689.0,8948.0
10176.0,12888.0,9167.0,9448.0,9133.0,11262.0,10789.0,10527.0,9815.0,9070.0
10303.0,13054.0,9288.0,9560.0,9240.0,11427.0,10910.0,10663.0,9937.0,9178.0
10445.0,13209.0,9418.0,9687.0,9382.0,11576.0,11032.0,10802.0,10052.0,9295.0
10577.0,13368.0,9545.0,9826.0,9506.0,11712.0,11177.0,10932.0,10174.0,9420.0
10703.0,13538.0,9660.0,9945.0,9591.0,11850.0,11308.0,11045.0,10307.0,9543.0
10809.0,13700.0,9783.0,10063.0,9721.0,11978.0,11468.0,11173.0,10459.0,9666.0
10943.0,13855.0,9894.0,10189.0,9839.0,12119.0,11602.0,11309.0,10594.0,9774.0
11062.0,14010.0,10026.0,10308.0,9946.0,12258.0,11738.0,11473.0,10723.0,9893.0
11189.0,14189.0,10153.0,10428.0,10073.0,12432.0,11870.0,11603.0,10864.0,10000.0
11339.0,14344.0,10280.0,10566.0,10200.0,12585.0,12002.0,11751.0,10986.0,10134.0
11474.0,14515.0,10407.0,10676.0,10336.0,12719.0,12151.0,11900.0,11104.0,10265.0
11630.0,14674.0,10532.0,10789.0,10444.0,12869.0,12288.0,12045.0,11258.0,10383.0
11774.0,14842.0,10671.0,10898.0,10569.0,12999.0,12414.0,12177.0,11391.0,10503.0
11924.0,15010.0,10796.0,11033.0,10695.0,13143.0,12537.0,12306.0,11507.0,10626.0
12045.0,15181.0,10940.0,11136.0,10834.0,13265.0,12662.0,12459.0,11649.0,10743.0
12187.0,15350.0,11068.0,11276.0,10956.0,13422.0,12814.0,12590.0,11786.0,10858.0
12310.0,15496.0,11184.0,11419.0,11081.0,13572.0,12955.0,12725.0,11904.0,10972.0
12427.0,15653.0,11318.0,11547.0,11209.0,13731.0,13083.0,12857.0,12062.0,11109.0
12581.0,15810.0,11461.0,11663.0,11345.0,13869.0,13196.0,13000.0,12200.0,11237.0
12698.0,15975.0,11573.0,11797.0,11482.0,14032.0,13318.0,13150.0,12331.0,11366.0
12814.0,16125.0,11706.0,11934.0,11629.0,14185.0,13446.0,13284.0,12460.0,11505.0
12958.0,16285.0,11844.0,12076.0,11747.0,14341.0,13571.0,13425.0,12590.0,11611.0
13102.0,16459.0,11968.0,12187.0,11851.0,14495.0,13699.0,13523.0,12738.0,11744.0
13244.0,16622.0,12099.0,12304.0,11980.0,14641.0,13834.0,13633.0,12884.0,11865.0
13399.0,16773.0,12247.0,12435.0,12093.0,14804.0,13980.0,13781.0,13008.0,12000.0
13539.0,16955.0,12389.0,12566.0,12219.0,14948.0,14110.0,13917.0,13142.0,12125.0
13714.0,17121.0,12534.0,12705.0,12348.0,15105.0,14230.0,14057.0,13295.0,12261.0
13856.0,17273.0,12643.0,12848.0,12464.0,15274.0,14379.0,14213.0,13431.0,12382.0
14005.0,17420.0,12768.0,12978.0,12586.0,15450.0,14523.0,14376.0,13559.0,12521.0
14147.0,17578.0,12926.0,13103.0,12721.0,15620.0,14668.0,14529.0,13701.0,12642.0
14292.0,17740.0,13073.0,13239.0,12846.0,15777.0,14798.0,14682.0,13831.0,12788.0
14448.0,17942.0,13217.0,13359.0,12995.0,15927.0,14937.0,14845.0,13954.0,12920.0
14575.0,18114.0,13356.0,13484.0,13135.0,16105.0,15074.0,14984.0,14080.0,13063.0
14733.0,18276.0,13486.0,13625.0,13262.0,16257.0,15225.0,15141.0,14203.0,13212.0
14908.0,18445.0,13600.0,13758.0,13383.0,16396.0,15351.0,15297.0,14328.0,13345.0
15060.0,18617.0,13725.0,13881.0,13515.0,16555.0,15474.0,15455.0,14453.0,13474.0
15231.0,18769.0,13859.0,14025.0,13645.0,16695.0,15638.0,15589.0,14576.0,13610.0
15364.0,18939.0,13998.0,14165.0,13792.0,16848.0,15779.0,15754.0,14745.0,13733.0
15501.0,19092.0,14125.0,14297.0,13938.0,17003.0,15925.0,15921.0,14886.0,13861.0
15652.0,19280.0,14260.0,14436.0,14074.0,17160.0,16047.0,16066.0,15020.0,14012.0
15807.0,19452.0,14382.0,14561.0,14211.0,17335.0,16207.0,16203.0,15176.0,14147.0
15933.0,19604.0,14517.0,14678.0,14344.0,17506.0,16339.0,16376.0,15327.0,14288.0
16075.0,19745.0,14664.0,14802.0,14462.0,17669.0,16465.0,16519.0,15455.0,14407.0
16226.0,19913.0,14800.0,14944.0,14601.0,17833.0,16623.0,16681.0,15608.0,14546.0
16370.0,20077.0,14939.0,15098.0,14755.0,17979.0,16768.0,16846.0,15745.0,14678.0
16533.0,20226.0,15077.0,15228.0,14898.0,18124.0,16931.0,17005.0,15877.0,14825.0
16677.0,20386.0,15207.0,15382.0,15013.0,18283.0,17072.0,17140.0,16016.0,14972.0
16812.0,20561.0,15352.0,15519.0,15159.0,18433.0,17228.0,17276.0,16140.0,15109.0
16957.0,20709.0,15491.0,15653.0,15288.0,18608.0,17373.0,17418.0,16282.0,15243.0
17082.0,20883.0,15636.0,15791.0,15420.0,18764.0,17520.0,17568.0,16457.0,15369.0
17221.0,21041.0,15762.0,15947.0,15569.0,18924.0,17675.0,17707.0,16600.0,15504.0
17372.0,21216.0,15910.0,16086.0,15700.0,19091.0,17823.0,17833.0,16756.0,15655.0
17519.0,21400.0,16031.0,16227.0,15821.0,19229.0,17972.0,17971.0,16895.0,15776.0
17672.0,21541.0,16157.0,16361.0,15953.0,19384.0,18121.0,18108.0,17017.0,15901.0
17813.0,21696.0,16320.0,16493.0,16105.0,19540.0,18257.0,18256.0,17153.0,16021.0
17975.0,21871.0,16475.0,16614.0,16271.0,19704.0,18390.0,18397.0,17290.0,16149.0
18127.0,22018.0,16630.0,16734.0,16412.0,19848.0,18520.0,18540.0,17443.0,16270.0
18278.0,22158.0,16771.0,16866.0,16533.0,19991.0,18670.0,18674.0,17591.0,16402.0
18438.0,22312.0,16902.0,16986.0,16663.0,20156.0,18805.0,18830.0,17738.0,16528.0
18575.0,22455.0,17031.0,17119.0,16795.0,20320.0,18942.0,18974.0,17859.0,16658.0
18718.0,22616.0,17177.0,17255.0,16936.0,20507.0,19080.0,19115.0,17987.0,16800.0
18852.0,22771.0,17324.0,17385.0,17080.0,20664.0,19219.0,19266.0,18135.0,16957.0
19005.0,22938.0,17463.0,17514.0,17218.0,20814.0,19339.0,19406.0,18259.0,17112.0
19149.0,23101.0,17597.0,17647.0,17358.0,20961.0,19489.0,19545.0,18399.0,17224.0
19289.0,23271.0,17748.0,17805.0,17507.0,21135.0,19623.0,19708.0,18536.0,17346.0
19442.0,23434.0,17884.0,17935.0,17647.0,21299.0,19759.0,19866.0,18673.0,17486.0
19602.0,23591.0,18023.0,18068.0,17774.0,21462.0,19887.0,20009.0,18819.0,17631.0
19749.0,23762.0,18158.0,18214.0,17933.0,21636.0,20033.0,20156.0,18976.0,17782.0
19905.0,23934.0,18296.0,18354.0,18050.0,21783.0,20179.0,20333.0,19126.0,17910.0
20024.0,24097.0,18431.0,18507.0,18185.0,21959.0,20319.0,20490.0,19278.0,18051.0
20183.0,24247.0,18582.0,18656.0,18331.0,22134.0,20461.0,20646.0,19412.0,18187.0
20319.0,24405.0,18713.0,18795.0,18474.0,22299.0,20610.0,20780.0,19559.0,18339.0
20482.0,24554.0,18842.0,18929.0,18608.0,22451.0,20746.0,20924.0,19714.0,18474.0
20649.0,24712.0,18973.0,19089.0,18759.0,22611.0,20886.0,21054.0,19846.0,18615.0
20795.0,24874.0,19110.0,19227.0,18895.0,22793.0,21053.0,21215.0,19983.0,18730.0
20951.0,25023.0,19236.0,19385.0,19055.0,22930.0,21217.0,21355.0,20095.0,18861.0
21095.0,25167.0,19404.0,19538.0,19187.0,23065.0,21355.0,21512.0,20213.0,19011.0
21256.0,25311.0,19554.0,19676.0,19308.0,23213.0,21504.0,21670.0,20361.0,19146.0
21405.0,25444.0,19713.0,19820.0,19452.0,23365.0,21643.0,21813.0,20486.0,19304.0
21562.0,25597.0,19865.0,19952.0,19578.0,23519.0,21816.0,21969.0,20640.0,19437.0
21739.0,25741.0,20006.0,20092.0,19707.0,23667.0,21940.0,22125.0,20786.0,19586.0
21901.0,25905.0,20122.0,20235.0,19853.0,23831.0,22086.0,22268.0,20909.0,19726.0
22062.0,26057.0,20235.0,20352.0,20021.0,23994.0,22217.0,22439.0,21059.0,19863.0
22210.0,26191.0,20372.0,20517.0,20156.0,24144.0,22363.0,22575.0,21204.0,20012.0
22360.0,26357.0,20534.0,20663.0,20304.0,24303.0,22510.0,22723.0,21348.0,20157.0
22511.0,26533.0,20684.0,20805.0,20417.0,24464.0,22670.0,22869.0,21482.0,20291.0
22679.0,26689.0,20831.0,20946.0,20562.0,24615.0,22782.0,23041.0,21639.0,20420.0
22836.0,26853.0,20977.0,21067.0,20711.0,24758.0,22928.0,23183.0,21787.0,20541.0
22970.0,27004.0,21121.0,21228.0,20855.0,24917.0,23079.0,23320.0,21907.0,20673.0
23113.0,27166.0,21260.0,21364.0,21000.0,25068.0,23232.0,23469.0,22041.0,20796.0
23256.0,27291.0,21398.0,21491.0,21133.0,25218.0,23375.0,23615.0,22189.0,20923.0
23412.0,27462.0,21518.0,21632.0,21248.0,25375.0,23521.0,23752.0,22335.0,21034.0
23556.0,27621.0,21654.0,21748.0,21396.0,25523.0,23644.0,23882.0,22462.0,21167.0
23703.0,27769.0,21797.0,21890.0,21539.0,25662.0,23775.0,24015.0,22609.0,21307.0
23859.0,27912.0,21915.0,22039.0,21681.0,25840.0,23929.0,24155.0,22745.0,21460.0
24015.0,28071.0,22061.0,22162.0,21824.0,26000.0,24047.0,24298.0,22898.0,21598.0
24144.0,28220.0,22206.0,22317.0,21939.0,26166.0,24195.0,24450.0,23031.0,21744.0
24297.0,28353.0,22339.0,22451.0,22082.0,26293.0,24331.0,24569.0,23208.0,21872.0
24424.0,28498.0,22470.0,22587.0,22229.0,26418.0,24480.0,24696.0,23333.0,22011.0
24578.0,28636.0,22608.0,22722.0,22368.0,26579.0,24636.0,24825.0,23478.0,22154.0
24737.0,28788.0,22747.0,22859.0,22521.0,26725.0,24790.0,24960.0,23603.0,22300.0
24881.0,28936.0,22883.0,23011.0,22659.0,26857.0,24925.0,25078.0,23728.0,22445.0
25024.0,29077.0,23038.0,23135.0,22766.0,27000.0,25054.0,25228.0,23851.0,22591.0
25184.0,29232.0,23180.0,23266.0,22913.0,27149.0,25176.0,25388.0,23985.0,22714.0
25323.0,29380.0,23331.0,23416.0,23048.0,27290.0,25329.0,25548.0,24109.0,22858.0
25451.0,29534.0,23468.0,23546.0,23182.0,27453.0,25473.0,25688.0,24251.0,23012.0
25572.0,29676.0,23630.0,23682.0,23323.0,27583.0,25623.0,25828.0,24375.0,23156.0
25737.0,29828.0,23739.0,23819.0,23456.0,27721.0,25735.0,25970.0,24505.0,23263.0
25884.0,29972.0,23897.0,23957.0,23574.0,27847.0,25887.0,26098.0,24625.0,23413.0
26005.0,30107.0,24047.0,24086.0,23706.0,27996.0,26036.0,26222.0,24750.0,23540.0
26154.0,30237.0,24176.0,24229.0,23834.0,28144.0,26162.0,26351.0,24892.0,23689.0
26270.0,30394.0,24330.0,24359.0,23962.0,28267.0,26306.0,26506.0,25009.0,23835.0
26404.0,30524.0,24455.0,24501.0,24089.0,28409.0,26448.0,26649.0,25166.0,23972.0
26532.0,30676.0,24592.0,24632.0,24225.0,28549.0,26574.0,26788.0,25298.0,24111.0
26655.0,30820.0,24718.0,24749.0,24354.0,28702.0,26709.0,26943.0,25450.0,24241.0
26805.0,30951.0,24846.0,24857.0,24476.0,28818.0,26837.0,27105.0,25586.0,24357.0
26923.0,31080.0,24983.0,25003.0,24609.0,28982.0,26957.0,27236.0,25718.0,24485.0
27064.0,31225.0,25131.0,25143.0,24744.0,29130.0,27090.0,27380.0,25865.0,24625.0
27203.0,31347.0,25244.0,25273.0,24884.0,29266.0,27210.0,27527.0,25987.0,24775.0
27340.0,31488.0,25373.0,25418.0,25001.0,29411.0,27325.0,27688.0,26134.0,24891.0
27477.0,31639.0,25504.0,25548.0,25157.0,29558.0,27456.0,27824.0,26290.0,25044.0
27630.0,31786.0,25636.0,25692.0,25278.0,29690.0,27572.0,27957.0,26415.0,25177.0
