x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
423.0,367.0,400.0,425.0,451.0,422.0,400.0,404.0,428.0,416.0
439.0,385.0,416.0,450.0,478.0,445.0,418.0,427.0,455.0,434.0
461.0,400.0,428.0,464.0,497.0,465.0,428.0,438.0,476.0,447.0
483.0,428.0,446.0,482.0,517.0,493.0,448.0,453.0,494.0,465.0
502.0,452.0,461.0,493.0,542.0,519.0,466.0,469.0,519.0,487.0
524.0,472.0,487.0,520.0,564.0,542.0,482.0,487.0,546.0,510.0
544.0,498.0,511.0,537.0,582.0,562.0,501.0,503.0,561.0,540.0
567.0,517.0,523.0,558.0,610.0,580.0,517.0,519.0,581.0,576.0
585.0,534.0,543.0,579.0,635.0,593.0,541.0,536.0,597.0,606.0
601.0,550.0,570.0,603.0,647.0,612.0,552.0,557.0,615.0,642.0
619.0,575.0,593.0,626.0,671.0,628.0,571.0,577.0,634.0,670.0
646.0,593.0,625.0,656.0,695.0,657.0,591.0,596.0,653.0,703.0
663.0,616.0,642.0,677.0,728.0,687.0,610.0,618.0,668.0,730.0
686.0,633.0,663.0,698.0,753.0,702.0,629.0,635.0,688.0,762.0
715.0,654.0,689.0,731.0,779.0,725.0,647.0,661.0,715.0,793.0
737.0,672.0,706.0,762.0,809.0,751.0,669.0,683.0,742.0,827.0
760.0,693.0,736.0,792.0,838.0,776.0,689.0,701.0,771.0,857.0
788.0,716.0,761.0,827.0,868.0,808.0,709.0,718.0,810.0,888.0
814.0,738.0,782.0,853.0,892.0,837.0,727.0,734.0,836.0,918.0
835.0,763.0,822.0,871.0,914.0,867.0,746.0,756.0,870.0,947.0
861.0,797.0,849.0,899.0,947.0,903.0,771.0,781.0,894.0,984.0
888.0,819.0,873.0,927.0,977.0,940.0,799.0,798.0,922.0,1014.0
917.0,850.0,895.0,958.0,999.0,975.0,826.0,822.0,954.0,1051.0
942.0,881.0,919.0,989.0,1036.0,1002.0,852.0,851.0,975.0,1088.0
969.0,905.0,944.0,1011.0,1072.0,1036.0,879.0,878.0,1004.0,1135.0
988.0,926.0,966.0,1044.0,1110.0,1073.0,903.0,909.0,1034.0,1172.0
1022.0,954.0,985.0,1076.0,1142.0,1103.0,935.0,933.0,1067.0,1208.0
1049.0,976.0,1014.0,1119.0,1184.0,1126.0,971.0,961.0,1093.0,1248.0
1074.0,997.0,1045.0,1148.0,1221.0,1181.0,1003.0,990.0,1116.0,1293.0
1108.0,1032.0,1081.0,1192.0,1261.0,1218.0,1032.0,1029.0,1144.0,1339.0
1138.0,1060.0,1105.0,1222.0,1304.0,1259.0,1070.0,1068.0,1174.0,1382.0
1163.0,1097.0,1131.0,1268.0,1334.0,1311.0,1107.0,1095.0,1210.0,1437.0
1203.0,1134.0,1180.0,1303.0,1366.0,1342.0,1133.0,1122.0,1243.0,1484.0
1228.0,1170.0,1204.0,1346.0,1408.0,1379.0,1169.0,1160.0,1287.0,1521.0
1268.0,1203.0,1238.0,1392.0,1450.0,1425.0,1196.0,1196.0,1328.0,1573.0
1301.0,1245.0,1280.0,1434.0,1496.0,1467.0,1230.0,1233.0,1355.0,1621.0
1339.0,1280.0,1309.0,1476.0,1530.0,1510.0,1269.0,1261.0,1382.0,1669.0
1364.0,1309.0,1354.0,1526.0,1581.0,1570.0,1298.0,1302.0,1424.0,1720.0
1410.0,1354.0,1388.0,1566.0,1648.0,1617.0,1332.0,1330.0,1472.0,1773.0
1442.0,1403.0,1422.0,1615.0,1694.0,1662.0,1369.0,1371.0,1525.0,1821.0
1477.0,1444.0,1464.0,1673.0,1746.0,1719.0,1402.0,1414.0,1567.0,1886.0
1516.0,1477.0,1514.0,1708.0,1791.0,1771.0,1442.0,1458.0,1610.0,1946.0
1561.0,1532.0,1550.0,1763.0,1841.0,1811.0,1479.0,1491.0,1652.0,2001.0
1593.0,1573.0,1591.0,1804.0,1890.0,1861.0,1520.0,1538.0,1698.0,2065.0
1648.0,1612.0,1643.0,1851.0,1944.0,1921.0,1559.0,1589.0,1743.0,2143.0
1692.0,1660.0,1690.0,1899.0,1991.0,1975.0,1603.0,1630.0,1782.0,2220.0
1733.0,1708.0,1733.0,1955.0,2042.0,2035.0,1638.0,1675.0,1836.0,2289.0
1786.0,1738.0,1770.0,2006.0,2097.0,2093.0,1685.0,1732.0,1887.0,2357.0
1837.0,1781.0,1815.0,2073.0,2161.0,2157.0,1730.0,1778.0,1939.0,2425.0
1883.0,1834.0,1865.0,2129.0,2224.0,2211.0,1776.0,1827.0,1992.0,2490.0
1946.0,1875.0,1910.0,2178.0,2266.0,2265.0,1831.0,1865.0,2044.0,2557.0
1994.0,1942.0,1957.0,2227.0,2317.0,2311.0,1874.0,1916.0,2097.0,2607.0
2045.0,1986.0,2017.0,2283.0,2372.0,2361.0,1927.0,1967.0,2149.0,2670.0
2097.0,2042.0,2064.0,2337.0,2431.0,2417.0,1974.0,2014.0,2213.0,2745.0
2143.0,2099.0,2125.0,2391.0,2503.0,2476.0,2034.0,2062.0,2261.0,2823.0
2200.0,2158.0,2177.0,2460.0,2554.0,2540.0,2077.0,2114.0,2317.0,2899.0
2249.0,2213.0,2235.0,2525.0,2623.0,2617.0,2124.0,2168.0,2372.0,2975.0
2300.0,2256.0,2280.0,2590.0,2688.0,2689.0,2174.0,2215.0,2424.0,3033.0
2356.0,2303.0,2330.0,2648.0,2743.0,2755.0,2231.0,2250.0,2485.0,3115.0
2413.0,2348.0,2392.0,2709.0,2805.0,2839.0,2285.0,2297.0,2536.0,3203.0
2465.0,2408.0,2448.0,2776.0,2886.0,2895.0,2333.0,2350.0,2589.0,3292.0
2531.0,2451.0,2502.0,2848.0,2966.0,2960.0,2386.0,2396.0,2646.0,3397.0
2586.0,2502.0,2563.0,2928.0,3039.0,3040.0,2443.0,2448.0,2701.0,3480.0
2646.0,2569.0,2621.0,3010.0,3120.0,3097.0,2512.0,2509.0,2766.0,3553.0
2698.0,2635.0,2682.0,3091.0,3203.0,3170.0,2570.0,2567.0,2838.0,3629.0
2754.0,2712.0,2747.0,3176.0,3283.0,3240.0,2614.0,2632.0,2916.0,3723.0
2812.0,2765.0,2807.0,3249.0,3354.0,3324.0,2681.0,2693.0,2977.0,3828.0
2870.0,2829.0,2889.0,3332.0,3419.0,3403.0,2746.0,2752.0,3041.0,3920.0
2942.0,2890.0,2967.0,3404.0,3509.0,3483.0,2812.0,2808.0,3114.0,4027.0
3022.0,2960.0,3038.0,3487.0,3584.0,3549.0,2877.0,2870.0,3182.0,4131.0
3088.0,3031.0,3106.0,3559.0,3666.0,3618.0,2948.0,2948.0,3242.0,4227.0
3138.0,3099.0,3173.0,3644.0,3747.0,3687.0,3006.0,2995.0,3310.0,4331.0
3197.0,3167.0,3257.0,3724.0,3838.0,3760.0,3070.0,3055.0,3367.0,4423.0
3270.0,3245.0,3336.0,3820.0,3922.0,3845.0,3130.0,3118.0,3451.0,4523.0
3345.0,3315.0,3423.0,3885.0,3991.0,3924.0,3199.0,3184.0,3523.0,4627.0
3412.0,3391.0,3524.0,3971.0,4065.0,4006.0,3274.0,3250.0,3604.0,4729.0
3474.0,3480.0,3586.0,4050.0,4154.0,4087.0,3344.0,3313.0,3682.0,4829.0
3548.0,3556.0,3658.0,4139.0,4240.0,4171.0,3425.0,3378.0,3773.0,4936.0
3627.0,3624.0,3744.0,4228.0,4329.0,4241.0,3495.0,3449.0,3844.0,5055.0
3708.0,3688.0,3823.0,4309.0,4416.0,4318.0,3562.0,3508.0,3911.0,5145.0
3770.0,3764.0,3904.0,4394.0,4514.0,4411.0,3626.0,3562.0,3992.0,5245.0
3830.0,3832.0,3987.0,4482.0,4584.0,4495.0,3702.0,3638.0,4077.0,5337.0
3911.0,3903.0,4063.0,4554.0,4680.0,4580.0,3781.0,3711.0,4160.0,5440.0
3995.0,3994.0,4166.0,4638.0,4778.0,4655.0,3865.0,3797.0,4241.0,5536.0
4080.0,4074.0,4248.0,4724.0,4866.0,4743.0,3943.0,3862.0,4317.0,5664.0
4155.0,4149.0,4334.0,4833.0,4957.0,4819.0,4026.0,3930.0,4378.0,5769.0
4223.0,4217.0,4425.0,4921.0,5043.0,4892.0,4095.0,4006.0,4463.0,5857.0
4314.0,4304.0,4508.0,5006.0,5131.0,4990.0,4164.0,4073.0,4567.0,5967.0
4386.0,4400.0,4592.0,5097.0,5220.0,5077.0,4233.0,4138.0,4657.0,6075.0
4465.0,4487.0,4675.0,5196.0,5309.0,5169.0,4315.0,4241.0,4758.0,6187.0
4551.0,4579.0,4779.0,5296.0,5417.0,5278.0,4406.0,4307.0,4837.0,6288.0
4631.0,4657.0,4881.0,5386.0,5509.0,5365.0,4483.0,4400.0,4908.0,6373.0
4708.0,4748.0,4992.0,5492.0,5610.0,5459.0,4579.0,4477.0,5004.0,6508.0
4779.0,4832.0,5092.0,5586.0,5723.0,5571.0,4666.0,4561.0,5089.0,6601.0
4871.0,4912.0,5171.0,5699.0,5822.0,5676.0,4737.0,4647.0,5190.0,6718.0
4977.0,4997.0,5287.0,5794.0,5947.0,5763.0,4813.0,4722.0,5271.0,6852.0
5073.0,5099.0,5386.0,5888.0,6032.0,5849.0,4900.0,4805.0,5363.0,6951.0
5172.0,5192.0,5481.0,5980.0,6136.0,5961.0,5005.0,4905.0,5465.0,7077.0
5257.0,5290.0,5562.0,6072.0,6228.0,6057.0,5099.0,4998.0,5575.0,7192.0
5333.0,5376.0,5677.0,6185.0,6330.0,6153.0,5197.0,5087.0,5687.0,7314.0
5411.0,5461.0,5795.0,6296.0,6437.0,6259.0,5283.0,5175.0,5804.0,7441.0
5491.0,5565.0,5901.0,6409.0,6542.0,6355.0,5381.0,5256.0,5918.0,7587.0
5584.0,5644.0,6003.0,6528.0,6659.0,6461.0,5474.0,5348.0,6019.0,7707.0
5679.0,5740.0,6113.0,6636.0,6759.0,6555.0,5559.0,5442.0,6105.0,7828.0
5765.0,5839.0,6204.0,6754.0,6861.0,6662.0,5642.0,5542.0,6202.0,7950.0
5858.0,5925.0,6328.0,6863.0,6976.0,6782.0,5743.0,5613.0,6303.0,8078.0
5967.0,6017.0,6420.0,6983.0,7085.0,6899.0,5847.0,5706.0,6409.0,8210.0
6076.0,6120.0,6521.0,7096.0,7206.0,7002.0,5948.0,5796.0,6525.0,8369.0
6194.0,6225.0,6621.0,7208.0,7327.0,7114.0,6048.0,5894.0,6615.0,8502.0
6304.0,6324.0,6737.0,7318.0,7453.0,7226.0,6160.0,5990.0,6718.0,8632.0
6420.0,6425.0,6840.0,7443.0,7565.0,7355.0,6265.0,6094.0,6840.0,8753.0
6522.0,6535.0,6964.0,7562.0,7660.0,7466.0,6373.0,6174.0,6961.0,8887.0
6620.0,6636.0,7081.0,7666.0,7775.0,7598.0,6472.0,6275.0,7073.0,9013.0
6727.0,6753.0,7189.0,7771.0,7894.0,7729.0,6584.0,6395.0,7174.0,9135.0
6824.0,6870.0,7307.0,7887.0,7997.0,7860.0,6685.0,6483.0,7279.0,9252.0
6925.0,6982.0,7424.0,7991.0,8128.0,7974.0,6790.0,6572.0,7377.0,9396.0
7035.0,7095.0,7553.0,8111.0,8248.0,8095.0,6895.0,6669.0,7489.0,9514.0
7131.0,7197.0,7672.0,8233.0,8373.0,8213.0,7029.0,6773.0,7607.0,9664.0
7225.0,7292.0,7784.0,8350.0,8481.0,8343.0,7134.0,6869.0,7711.0,9787.0
7323.0,7408.0,7888.0,8475.0,8607.0,8467.0,7234.0,6970.0,7816.0,9918.0
7446.0,7509.0,7999.0,8603.0,8730.0,8572.0,7346.0,7095.0,7933.0,10076.0
7551.0,7612.0,8119.0,8736.0,8875.0,8675.0,7435.0,7201.0,8058.0,10214.0
7665.0,7712.0,8242.0,8854.0,9007.0,8791.0,7548.0,7300.0,8180.0,10345.0
7789.0,7829.0,8367.0,8986.0,9114.0,8908.0,7664.0,7418.0,8296.0,10480.0
7895.0,7948.0,8508.0,9103.0,9227.0,9031.0,7783.0,7514.0,8426.0,10586.0
8011.0,8064.0,8637.0,9222.0,9358.0,9147.0,7913.0,7618.0,8555.0,10708.0
8111.0,8167.0,8762.0,9359.0,9501.0,9260.0,8032.0,7721.0,8688.0,10834.0
8230.0,8296.0,8864.0,9520.0,9616.0,9378.0,8156.0,7839.0,8837.0,10967.0
8351.0,8427.0,9000.0,9656.0,9716.0,9506.0,8288.0,7960.0,8975.0,11093.0
8480.0,8547.0,9108.0,9794.0,9842.0,9618.0,8397.0,8079.0,9098.0,11223.0
8601.0,8672.0,9221.0,9938.0,9975.0,9709.0,8501.0,8181.0,9217.0,11372.0
8714.0,8790.0,9350.0,10055.0,10097.0,9845.0,8623.0,8288.0,9362.0,11514.0
8841.0,8918.0,9473.0,10166.0,10223.0,9962.0,8752.0,8414.0,9498.0,11649.0
8969.0,9030.0,9608.0,10283.0,10337.0,10075.0,8876.0,8548.0,9624.0,11793.0
9085.0,9145.0,9735.0,10423.0,10468.0,10197.0,8999.0,8676.0,9767.0,11949.0
9197.0,9266.0,9869.0,10562.0,10581.0,10316.0,9125.0,8781.0,9870.0,12102.0
9312.0,9413.0,9988.0,10694.0,10711.0,10448.0,9241.0,8903.0,9988.0,12264.0
9439.0,9541.0,10123.0,10828.0,10844.0,10573.0,9391.0,9023.0,10116.0,12436.0
9550.0,9667.0,10265.0,10964.0,10970.0,10681.0,9524.0,9160.0,10264.0,12568.0
9682.0,9796.0,10386.0,11102.0,11097.0,10823.0,9641.0,9285.0,10394.0,12726.0
9797.0,9914.0,10525.0,11248.0,11220.0,10968.0,9765.0,9401.0,10527.0,12856.0
9909.0,10051.0,10689.0,11387.0,11351.0,11083.0,9901.0,9517.0,10653.0,13009.0
10047.0,10171.0,10840.0,11526.0,11481.0,11224.0,10023.0,9641.0,10789.0,13168.0
10187.0,10334.0,10957.0,11678.0,11599.0,11362.0,10151.0,9745.0,10927.0,13311.0
10310.0,10450.0,11066.0,11822.0,11748.0,11501.0,10278.0,9857.0,11047.0,13459.0
10448.0,10598.0,11192.0,11950.0,11911.0,11626.0,10402.0,9967.0,11186.0,13606.0
10573.0,10717.0,11330.0,12098.0,12043.0,11738.0,10510.0,10081.0,11318.0,13750.0
10680.0,10852.0,11442.0,12251.0,12184.0,11881.0,10629.0,10206.0,11453.0,13910.0
10799.0,10973.0,11582.0,12391.0,12324.0,12003.0,10764.0,10333.0,11582.0,14071.0
10930.0,11105.0,11720.0,12542.0,12480.0,12155.0,10884.0,10449.0,11734.0,14223.0
11050.0,11220.0,11835.0,12686.0,12602.0,12297.0,11008.0,10578.0,11865.0,14368.0
11173.0,11341.0,11973.0,12822.0,12739.0,12436.0,11142.0,10695.0,11993.0,14521.0
11341.0,11485.0,12110.0,12956.0,12891.0,12559.0,11268.0,10834.0,12115.0,14678.0
11479.0,11612.0,12250.0,13116.0,13063.0,12696.0,11424.0,10979.0,12244.0,14823.0
11605.0,11742.0,12377.0,13255.0,13201.0,12834.0,11571.0,11107.0,12380.0,14959.0
11724.0,11891.0,12529.0,13388.0,13335.0,12983.0,11698.0,11217.0,12503.0,15108.0
11850.0,12031.0,12676.0,13537.0,13470.0,13132.0,11853.0,11339.0,12639.0,15265.0
11998.0,12159.0,12809.0,13667.0,13619.0,13269.0,11992.0,11445.0,12775.0,15437.0
12137.0,12296.0,12923.0,13815.0,13753.0,13418.0,12133.0,11570.0,12914.0,15592.0
12262.0,12436.0,13041.0,13950.0,13898.0,13548.0,12280.0,11694.0,13037.0,15738.0
12405.0,12579.0,13196.0,14070.0,14050.0,13691.0,12412.0,11827.0,13178.0,15890.0
12567.0,12709.0,13329.0,14226.0,14191.0,13840.0,12539.0,11955.0,13312.0,16058.0
12689.0,12842.0,13471.0,14379.0,14348.0,13962.0,12692.0,12067.0,13475.0,16219.0
12819.0,12980.0,13597.0,14529.0,14485.0,14110.0,12826.0,12194.0,13622.0,16380.0
12927.0,13118.0,13736.0,14682.0,14626.0,14250.0,12969.0,12332.0,13766.0,16545.0
13063.0,13247.0,13875.0,14819.0,14769.0,14373.0,13105.0,12468.0,13902.0,16697.0
13208.0,13377.0,14032.0,14953.0,14910.0,14511.0,13238.0,12596.0,14038.0,16853.0
13363.0,13510.0,14162.0,15108.0,15050.0,14645.0,13365.0,12755.0,14185.0,16987.0
13506.0,13635.0,14313.0,15252.0,15189.0,14800.0,13478.0,12896.0,14354.0,17128.0
13645.0,13776.0,14444.0,15409.0,15339.0,14954.0,13621.0,13012.0,14490.0,17297.0
13774.0,13893.0,14583.0,15551.0,15494.0,15102.0,13776.0,13152.0,14638.0,17455.0
13913.0,14034.0,14717.0,15680.0,15612.0,15242.0,13924.0,13284.0,14776.0,17612.0
14046.0,14158.0,14861.0,15827.0,15751.0,15381.0,14066.0,13406.0,14916.0,17776.0
14186.0,14282.0,15020.0,15960.0,15897.0,15508.0,14218.0,13542.0,15048.0,17934.0
14336.0,14434.0,15149.0,16103.0,16059.0,15633.0,14369.0,13693.0,15197.0,18076.0
14467.0,14570.0,15282.0,16256.0,16210.0,15755.0,14488.0,13828.0,15336.0,18232.0
14617.0,14713.0,15432.0,16413.0,16360.0,15907.0,14630.0,13970.0,15484.0,18391.0
14766.0,14845.0,15569.0,16558.0,16513.0,16034.0,14783.0,14115.0,15636.0,18551.0
14911.0,14982.0,15722.0,16701.0,16680.0,16191.0,14934.0,14248.0,15794.0,18709.0
15054.0,15127.0,15859.0,16863.0,16819.0,16323.0,15061.0,14367.0,15934.0,18860.0
15186.0,15264.0,15998.0,17026.0,16949.0,16459.0,15215.0,14501.0,16053.0,19029.0
15310.0,15404.0,16125.0,17160.0,17081.0,16608.0,15353.0,14647.0,16207.0,19189.0
15452.0,15553.0,16273.0,17329.0,17218.0,16739.0,15501.0,14798.0,16358.0,19341.0
15593.0,15686.0,16405.0,17480.0,17373.0,16877.0,15645.0,14936.0,16500.0,19490.0
15733.0,15840.0,16539.0,17620.0,17520.0,17038.0,15783.0,15075.0,16658.0,19647.0
15866.0,15989.0,16674.0,17780.0,17638.0,17181.0,15916.0,15210.0,16803.0,19798.0
15997.0,16123.0,16821.0,17932.0,17785.0,17324.0,16058.0,15340.0,16929.0,19956.0
16149.0,16254.0,16979.0,18091.0,17945.0,17476.0,16216.0,15471.0,17087.0,20121.0
16286.0,16406.0,17125.0,18228.0,18082.0,17614.0,16381.0,15598.0,17229.0,20272.0
16438.0,16553.0,17267.0,18380.0,18229.0,17764.0,16528.0,15729.0,17360.0,20444.0
16580.0,16676.0,17411.0,18535.0,18374.0,17915.0,16703.0,15869.0,17504.0,20601.0
16703.0,16824.0,17560.0,18699.0,18519.0,18057.0,16842.0,16023.0,17657.0,20769.0
16829.0,16957.0,17705.0,18866.0,18673.0,18205.0,16975.0,16167.0,17800.0,20913.0
16940.0,17082.0,17857.0,19006.0,18821.0,18356.0,17137.0,16311.0,17953.0,21051.0
17073.0,17223.0,17995.0,19172.0,18952.0,18506.0,17268.0,16450.0,18090.0,21214.0
17201.0,17360.0,18138.0,19314.0,19117.0,18668.0,17411.0,16586.0,18243.0,21363.0
17355.0,17516.0,18259.0,19447.0,19264.0,18817.0,17552.0,16711.0,18391.0,21504.0
17489.0,17675.0,18410.0,19613.0,19392.0,18944.0,17697.0,16850.0,18544.0,21661.0
17621.0,17796.0,18558.0,19762.0,19539.0,19077.0,17859.0,17007.0,18693.0,21820.0
17759.0,17926.0,18710.0,19901.0,19691.0,19221.0,18017.0,17168.0,18833.0,21963.0
17888.0,18056.0,18867.0,20051.0,19823.0,19385.0,18162.0,17296.0,18987.0,22103.0
18005.0,18189.0,18998.0,20198.0,19973.0,19532.0,18310.0,17423.0,19120.0,22265.0
18173.0,18330.0,19135.0,20374.0,20090.0,19673.0,18444.0,17562.0,19273.0,22400.0
18326.0,18476.0,19293.0,20513.0,20217.0,19816.0,18580.0,17708.0,19428.0,22557.0
18450.0,18635.0,19442.0,20670.0,20367.0,19952.0,18746.0,17835.0,19564.0,22712.0
18598.0,18782.0,19577.0,20805.0,20530.0,20096.0,18920.0,17974.0,19721.0,22877.0
18754.0,18911.0,19740.0,20970.0,20682.0,20247.0,19102.0,18109.0,19889.0,23049.0
18884.0,19065.0,19881.0,21136.0,20826.0,20401.0,19260.0,18247.0,20034.0,23212.0
19038.0,19222.0,20026.0,21295.0,20972.0,20533.0,19420.0,18391.0,20158.0,23355.0
19180.0,19374.0,20165.0,21449.0,21114.0,20675.0,19564.0,18519.0,20315.0,23523.0
19339.0,19513.0,20323.0,21581.0,21258.0,20846.0,19722.0,18679.0,20458.0,23673.0
19491.0,19650.0,20473.0,21744.0,21438.0,20995.0,19840.0,18811.0,20611.0,23822.0
19622.0,19822.0,20639.0,21900.0,21581.0,21165.0,20004.0,18952.0,20750.0,23965.0
19780.0,19947.0,20769.0,22042.0,21729.0,21326.0,20150.0,19087.0,20903.0,24113.0
19918.0,20102.0,20918.0,22187.0,21871.0,21472.0,20308.0,19227.0,21028.0,24274.0
20039.0,20250.0,21061.0,22348.0,22010.0,21594.0,20469.0,19391.0,21162.0,24453.0
20200.0,20413.0,21201.0,22480.0,22158.0,21741.0,20613.0,19518.0,21311.0,24618.0
20320.0,20530.0,21323.0,22638.0,22316.0,21897.0,20745.0,19650.0,21442.0,24767.0
20479.0,20670.0,21475.0,22794.0,22470.0,22051.0,20865.0,19810.0,21586.0,24901.0
20610.0,20806.0,21608.0,22937.0,22623.0,22196.0,21018.0,19943.0,21712.0,25041.0
20747.0,20953.0,21733.0,23081.0,22771.0,22338.0,21171.0,20070.0,21868.0,25188.0
20908.0,21105.0,21873.0,23237.0,22894.0,22498.0,21327.0,20197.0,22006.0,25338.0
21047.0,21249.0,22020.0,23399.0,23028.0,22648.0,21439.0,20318.0,22143.0,25490.0
21190.0,21418.0,22178.0,23541.0,23159.0,22798.0,21604.0,20447.0,22261.0,25667.0
21332.0,21567.0,22318.0,23696.0,23280.0,22943.0,21756.0,20586.0,22397.0,25807.0
21491.0,21697.0,22451.0,23843.0,23408.0,23074.0,21886.0,20744.0,22543.0,25955.0
21614.0,21836.0,22568.0,23988.0,23566.0,23206.0,22040.0,20885.0,22674.0,26108.0
21754.0,21974.0,22710.0,24133.0,23692.0,23356.0,22186.0,21028.0,22818.0,26245.0
21890.0,22102.0,22831.0,24273.0,23845.0,23500.0,22321.0,21148.0,22964.0,26376.0
22008.0,22240.0,22980.0,24409.0,23985.0,23626.0,22458.0,21292.0,23085.0,26519.0
22138.0,22374.0,23113.0,24557.0,24125.0,23769.0,22604.0,21435.0,23246.0,26664.0
22274.0,22502.0,23254.0,24706.0,24267.0,23924.0,22740.0,21577.0,23384.0,26804.0
22402.0,22633.0,23401.0,24829.0,24405.0,24068.0,22898.0,21709.0,23509.0,26942.0
22521.0,22755.0,23550.0,24983.0,24552.0,24200.0,23048.0,21825.0,23672.0,27091.0
22646.0,22890.0,23690.0,25123.0,24693.0,24326.0,23186.0,21964.0,23795.0,27246.0
22773.0,23009.0,23829.0,25275.0,24817.0,24475.0,23342.0,22101.0,23945.0,27391.0
22910.0,23161.0,23966.0,25413.0,24965.0,24610.0,23479.0,22231.0,24065.0,27551.0
23018.0,23303.0,24103.0,25532.0,25126.0,24762.0,23639.0,22366.0,24194.0,27683.0
23145.0,23451.0,24255.0,25696.0,25284.0,24890.0,23774.0,22498.0,24339.0,27822.0
23302.0,23606.0,24389.0,25860.0,25435.0,25022.0,23916.0,22640.0,24462.0,27973.0
23443.0,23747.0,24520.0,26004.0,25582.0,25152.0,24056.0,22764.0,24600.0,28136.0
23562.0,23902.0,24657.0,26145.0,25710.0,25292.0,24208.0,22890.0,24745.0,28292.0
23687.0,24034.0,24788.0,26279.0,25838.0,25417.0,24344.0,23044.0,24895.0,28439.0
23843.0,24182.0,24920.0,26414.0,25966.0,25564.0,24507.0,23185.0,25031.0,28589.0
23971.0,24311.0,25063.0,26571.0,26112.0,25711.0,24663.0,23310.0,25147.0,28735.0
24101.0,24441.0,25206.0,26722.0,26233.0,25843.0,24801.0,23442.0,25287.0,28890.0
24219.0,24592.0,25338.0,26844.0,26364.0,25974.0,24938.0,23591.0,25436.0,29030.0
24348.0,24731.0,25497.0,27000.0,26495.0,26110.0,25096.0,23728.0,25564.0,29162.0
24484.0,24878.0,25631.0,27116.0,26629.0,26269.0,25230.0,23866.0,25719.0,29312.0
24614.0,25016.0,25770.0,27250.0,26761.0,26409.0,25377.0,24013.0,25841.0,29464.0
24740.0,25145.0,25902.0,27399.0,26904.0,26564.0,25529.0,24148.0,25981.0,29618.0
24911.0,25303.0,26037.0,27578.0,27021.0,26694.0,25673.0,24268.0,26111.0,29769.0
25063.0,25437.0,26177.0,27718.0,27158.0,26825.0,25828.0,24414.0,26238.0,29913.0
25192.0,25589.0,26317.0,27864.0,27276.0,26956.0,25955.0,24535.0,26374.0,30047.0
25324.0,25742.0,26437.0,28003.0,27411.0,27096.0,26087.0,24667.0,26508.0,30196.0
25451.0,25881.0,26574.0,28116.0,27553.0,27227.0,26201.0,24807.0,26636.0,30365.0
25577.0,26011.0,26709.0,28253.0,27703.0,27365.0,26354.0,24927.0,26773.0,30514.0
25702.0,26146.0,26847.0,28382.0,27843.0,27495.0,26479.0,25061.0,26910.0,30667.0
